effectsizeID,study,author,year,study_id,comparison_id,comparison,drug_class,duration,potency,outcome,test_direction,cog_domain_lezak,data_format,g,st_err,quality
289,O'Dougherty 87_2149,O'Dougherty,1987,27,5,Low Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Purdue Pegboard Test: Z score (dom. hand),Positive,Psychomotor Functioning,Paired,-2.17071469,0.57658569,3
290,O'Dougherty 87_2149,O'Dougherty,1987,27,6,Low Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Purdue Pegboard Test: Z score (non. dom. hand),Positive,Psychomotor Functioning,Paired,-0.472513275,0.455811383,3
291,O'Dougherty 87_2149,O'Dougherty,1987,27,7,Mod Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,CPT: No. of false alarms,Negative,Attention,Paired,0.350508831,0.500154399,3
292,O'Dougherty 87_2149,O'Dougherty,1987,27,8,Mod Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,CPT: No. of hits,Positive,Attention,Paired,-0.734304587,0.513841074,3
293,O'Dougherty 87_2149,O'Dougherty,1987,27,9,Mod Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,CPT: Reaction Time,Negative,Attention,Paired,-0.666932814,0.510769864,3
294,O'Dougherty 87_2149,O'Dougherty,1987,27,10,Mod Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,PAT: % errors,Negative,Memory,Paired,-0.512040486,0.504775914,3
295,O'Dougherty 87_2149,O'Dougherty,1987,27,11,Mod Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,PAT: No. of trials (to successful completion),Negative,Memory,Paired,-0.418508879,0.501893944,3
296,O'Dougherty 87_2149,O'Dougherty,1987,27,12,Mod Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Purdue Pegboard Test: Z score (dom. hand),Positive,Psychomotor Functioning,Paired,-2.762979057,0.707479788,3
297,O'Dougherty 87_2149,O'Dougherty,1987,27,13,Mod Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,Purdue Pegboard Test: Z score (non. dom. hand),Positive,Psychomotor Functioning,Paired,0.221516736,0.497689525,3
298,Pandina 09_3079,Pandina,2009,28,1,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,Easy CPT: Correct mean response time,Negative,Attention,Independent,0.112794652,0.124263589,6
299,Pandina 09_3079,Pandina,2009,28,2,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,Easy CPT: False alarm rates,Negative,Attention,Independent,-0.129970724,0.1242961,6
300,Pandina 09_3079,Pandina,2009,28,3,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,Easy CPT: Hit rates,Positive,Attention,Independent,-0.162804534,0.124371018,6
301,Pandina 09_3079,Pandina,2009,28,4,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,Hard CPT: Correct mean response time,Negative,Attention,Independent,3.99E-02,0.124176748,6
302,Pandina 09_3079,Pandina,2009,28,5,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,Hard CPT: False alarm rates,Negative,Attention,Independent,-0.207841171,0.124501005,6
303,Pandina 09_3079,Pandina,2009,28,6,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,Hard CPT: Hit rates,Positive,Attention,Independent,-7.77E-02,0.12421145,6
304,Pandina 09_3079,Pandina,2009,28,7,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 1,Positive,Memory,Independent,-0.161307764,0.121128247,6
305,Pandina 09_3079,Pandina,2009,28,8,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 2,Positive,Memory,Independent,-5.57E-02,0.120954214,6
306,Pandina 09_3079,Pandina,2009,28,9,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 3,Positive,Memory,Independent,-7.44E-03,0.120931066,6
307,Pandina 09_3079,Pandina,2009,28,10,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 4,Positive,Memory,Independent,-7.65E-02,0.120975132,6
308,Pandina 09_3079,Pandina,2009,28,11,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 5,Positive,Memory,Independent,4.49E-02,0.120945971,6
309,Pandina 09_3079,Pandina,2009,28,12,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,MVLT-C: Long-delay free recall,Positive,Memory,Independent,-1.35E-02,0.120932037,6
310,Pandina 09_3079,Pandina,2009,28,13,Double Blind Risperidone v Placebo,Antipsychotic,Current + long-term,Low,MVLT-C: Total short-delay free recall,Positive,Memory,Independent,-5.56E-02,0.120954117,6
311,Pandina 09_3079,Pandina,2009,28,14,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Easy CPT: Correct mean response time,Negative,Attention,Paired,-3.32E-02,0.068223749,6
312,Pandina 09_3079,Pandina,2009,28,15,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Easy CPT: False alarm rates,Negative,Attention,Paired,0.161143576,4.85E-02,6
313,Pandina 09_3079,Pandina,2009,28,16,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Easy CPT: Hit rates,Positive,Attention,Paired,0.126467764,4.84E-02,6
314,Pandina 09_3079,Pandina,2009,28,17,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Hard CPT: Correct mean response time,Negative,Attention,Paired,0,6.82E-02,6
315,Pandina 09_3079,Pandina,2009,28,18,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Hard CPT: False alarm rates,Negative,Attention,Paired,0,6.82E-02,6
316,Pandina 09_3079,Pandina,2009,28,19,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,Hard CPT: Hit rates,Positive,Attention,Paired,5.06E-02,6.82E-02,6
317,Pandina 09_3079,Pandina,2009,28,20,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 1,Positive,Memory,Paired,0.161143576,4.85E-02,6
318,Pandina 09_3079,Pandina,2009,28,21,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 2,Positive,Memory,Paired,0.161143576,4.85E-02,6
319,Pandina 09_3079,Pandina,2009,28,22,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 3,Positive,Memory,Paired,0.161143576,4.85E-02,6
320,Pandina 09_3079,Pandina,2009,28,23,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 4,Positive,Memory,Paired,0.161143576,4.85E-02,6
321,Pandina 09_3079,Pandina,2009,28,24,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,MVLT-C: Learning Trial 5,Positive,Memory,Paired,0.161143576,4.85E-02,6
322,Pandina 09_3079,Pandina,2009,28,25,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,MVLT-C: Long-delay free recall,Positive,Memory,Paired,0.161143576,4.85E-02,6
323,Pandina 09_3079,Pandina,2009,28,26,Open Label Risperidone v Baseline,Antipsychotic,Current + long-term,Low,MVLT-C: Total short-delay free recall,Positive,Memory,Paired,0.126467764,4.84E-02,6
324,Piccinelli 10_3375,Piccinelli,2010,29,1,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,WISC-R: FSIQ,Positive,Intelligence,Paired,-0.468780384,0.47993585,3
325,Piccinelli 10_3375,Piccinelli,2010,29,2,Carbamazepine v Baseline,Antiepileptic,Current + long-term,Low,WISC-R: Images Completion (picure completion),Positive,Concept Formation & Reasoning,Paired,-0.53546018,0.482110983,3
326,Platt 84_2664,Platt,1984,30,1,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Qualitative,Negative,Executive Function,Independent,0.411653327,0.317266173,5
327,Platt 84_2664,Platt,1984,30,2,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Test Quotient,Positive,Executive Function,Independent,-0.675566764,0.323011517,5
328,Platt 84_2664,Platt,1984,30,3,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (1s): Anticipatory Response,Negative,Executive Function,Independent,-0.191081202,0.318831507,5
329,Platt 84_2664,Platt,1984,30,4,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (1s): RT,Negative,Attention,Independent,0.198955612,0.318894875,5
330,Platt 84_2664,Platt,1984,30,5,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (1s): Variability Index,Negative,Attention,Independent,-8.71E-02,0.31823403,5
331,Platt 84_2664,Platt,1984,30,6,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (4s): Anticipatory Response,Negative,Executive Function,Independent,0.398347555,0.321342517,5
332,Platt 84_2664,Platt,1984,30,7,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (4s): RT,Negative,Attention,Independent,0.237296566,0.319239761,5
333,Platt 84_2664,Platt,1984,30,8,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (4s): Variability Index,Negative,Attention,Independent,0,0.318077205,5
334,Platt 84_2664,Platt,1984,30,9,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (8s): Anticipatory Response,Negative,Executive Function,Independent,-0.169160907,0.318668522,5
335,Platt 84_2664,Platt,1984,30,10,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (8s): RT,Negative,Attention,Independent,0.119391975,0.3183719,5
336,Platt 84_2664,Platt,1984,30,11,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT (8s): Variability Index,Negative,Attention,Independent,0,0.318077205,5
337,Platt 84_2664,Platt,1984,30,12,Lithium v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Qualitative,Negative,Executive Function,Independent,-0.182282103,0.310614386,5
338,Platt 84_2664,Platt,1984,30,13,Lithium v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Test Quotient,Positive,Executive Function,Independent,-0.228370092,0.310994973,5
339,Platt 84_2664,Platt,1984,30,14,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (1s): Anticipatory Response,Negative,Executive Function,Independent,0.395189175,0.316997661,5
340,Platt 84_2664,Platt,1984,30,15,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (1s): RT,Negative,Attention,Independent,0.825158071,0.327436385,5
341,Platt 84_2664,Platt,1984,30,16,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (1s): Variability Index,Negative,Attention,Independent,9.03E-02,0.313990266,5
342,Platt 84_2664,Platt,1984,30,17,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (4s): Anticipatory Response,Negative,Executive Function,Independent,0.095974089,0.314011736,5
343,Platt 84_2664,Platt,1984,30,18,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (4s): RT,Negative,Attention,Independent,0.867316481,0.328830284,5
344,Platt 84_2664,Platt,1984,30,19,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (4s): Variability Index,Negative,Attention,Independent,0.835742744,0.327780371,5
345,Platt 84_2664,Platt,1984,30,20,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (8s): Anticipatory Response,Negative,Executive Function,Independent,-0.24498275,0.315047176,5
346,Platt 84_2664,Platt,1984,30,21,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (8s): RT,Negative,Attention,Independent,0.835227045,0.327763519,5
347,Platt 84_2664,Platt,1984,30,22,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT (8s): Variability Index,Negative,Attention,Independent,0.766744307,0.32561084,5
348,Platt 81_2654,Platt,1981,31,1,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,MFF: Mean number correct,Positive,Executive Function,Independent,-9.39E-02,0.428574531,5
349,Platt 81_2654,Platt,1981,31,2,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Qualitative,Negative,Executive Function,Independent,0.357082086,0.4320224,5
350,Platt 81_2654,Platt,1981,31,3,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Scaled,Positive,Executive Function,Independent,-0.307702478,0.431071553,5
351,Platt 81_2654,Platt,1981,31,4,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT: 1s,Negative,Attention,Independent,-0.130147679,0.439402598,5
352,Platt 81_2654,Platt,1981,31,5,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT: 4s,Negative,Attention,Independent,-3.39E-02,0.438929622,5
353,Platt 81_2654,Platt,1981,31,6,Haloperidol v Placebo,Antipsychotic,Current + acute,Low,RT: 8s,Negative,Attention,Independent,-0.502099051,0.446389064,5
354,Platt 81_2654,Platt,1981,31,7,Lithium v Placebo,Antipsychotic,Current + acute,Low,MFF: Mean number correct,Positive,Executive Function,Independent,0.413141131,0.433269897,5
355,Platt 81_2654,Platt,1981,31,8,Lithium v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Qualitative,Negative,Executive Function,Independent,-0.28022018,0.441242903,5
356,Platt 81_2654,Platt,1981,31,9,Lithium v Placebo,Antipsychotic,Current + acute,Low,Porteus Mazes: Scaled,Positive,Executive Function,Independent,4.90E-02,0.438967183,5
357,Platt 81_2654,Platt,1981,31,10,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT: 1s,Negative,Attention,Independent,0.582749271,0.462076698,5
358,Platt 81_2654,Platt,1981,31,11,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT: 4s,Negative,Attention,Independent,0.793847021,0.47073028,5
359,Platt 81_2654,Platt,1981,31,12,Lithium v Placebo,Antipsychotic,Current + acute,Low,RT: 8s,Negative,Attention,Independent,0.768457132,0.469558455,5
360,Rappaport 89_2693,Rappaport,1989,32,1,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Auditory CPT A: Commissions,Negative,Attention,Paired,-5.95E-02,0.231211606,7
361,Rappaport 89_2693,Rappaport,1989,32,2,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Auditory CPT A: Omissions,Negative,Attention,Paired,0.163206597,0.232675952,7
362,Rappaport 89_2693,Rappaport,1989,32,3,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Auditory CPT X: Commissions,Negative,Attention,Paired,2.65E-02,0.231031105,7
363,Rappaport 89_2693,Rappaport,1989,32,4,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Auditory CPT X: Omissions,Negative,Attention,Paired,0.011767581,0.230995126,7
364,Rappaport 89_2693,Rappaport,1989,32,5,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Kløve Pegs Trial 1,Positive,Psychomotor Functioning,Paired,0.130476037,0.232067622,7
365,Rappaport 89_2693,Rappaport,1989,32,6,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Kløve Pegs Trial 1 (non. dom. hand),Positive,Psychomotor Functioning,Paired,-8.74E-02,0.23147256,7
366,Rappaport 89_2693,Rappaport,1989,32,7,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Kløve Pegs Trial 2,Positive,Psychomotor Functioning,Paired,-0.106814778,0.231711557,7
367,Rappaport 89_2693,Rappaport,1989,32,8,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Kløve Pegs Trial 2 (non. dom. hand),Positive,Psychomotor Functioning,Paired,-0.178870592,0.233014367,7
368,Rappaport 89_2693,Rappaport,1989,32,9,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Logical Memory A,Positive,Memory,Paired,-0.120175138,0.231903949,7
369,Rappaport 89_2693,Rappaport,1989,32,10,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Logical Memory B,Positive,Memory,Paired,0.516337194,0.247378197,7
370,Rappaport 89_2693,Rappaport,1989,32,11,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,MFF,Positive,Executive Function,Paired,0.148280326,0.232381913,7
371,Rappaport 89_2693,Rappaport,1989,32,12,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,Porteus Mazes: Unsuccessful Trials,Negative,Executive Function,Paired,-0.379385464,0.239975016,7
372,Rappaport 89_2693,Rappaport,1989,32,13,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,WISC-R: Backwards Digit (absolute score),Positive,Attention,Paired,-0.467516332,0.244506134,7
373,Rappaport 89_2693,Rappaport,1989,32,14,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,WISC-R: Coding (raw),Positive,Attention,Paired,0.127013307,0.232011114,7
374,Rappaport 89_2693,Rappaport,1989,32,15,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,WISC-R: Digit Score (absolute),Positive,Attention,Paired,0.187025737,0.233202612,7
375,Rappaport 89_2693,Rappaport,1989,32,16,Group 1 Theophylline v Placebo Crossover,Respiratory,Current + acute,Low,WISC-R: Digit Span (raw),Positive,Attention,Paired,0.301680567,0.236709683,7
376,Robles 11_176,Robles,2011,33,1,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Attention,Positive,Not Subdomain,Paired,0.395380832,0.2624032,6
377,Robles 11_176,Robles,2011,33,2,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: TMT-A,Negative,Attention,Paired,0.412262265,0.348471735,6
378,Robles 11_176,Robles,2011,33,3,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,SRT (seashore rhythm test),Positive,Perception,Paired,0.347809453,0.347371704,6
379,Robles 11_176,Robles,2011,33,4,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: Digits forward,Positive,Attention,Paired,9.27E-02,0.344835157,6
380,Robles 11_176,Robles,2011,33,5,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Executive functions,Positive,Not Subdomain,Paired,3.58E-01,0.278274862,6
381,Robles 11_176,Robles,2011,33,6,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,WCST Categories,Positive,Concept Formation & Reasoning,Paired,0.043059015,0.344682307,6
382,Robles 11_176,Robles,2011,33,7,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,WCST Persev errors (%),Negative,Concept Formation & Reasoning,Paired,0.326462661,0.347047838,6
383,Robles 11_176,Robles,2011,33,8,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,STROOP Interference,Negative,Attention,Paired,2.59E-02,0.3446555,6
384,Robles 11_176,Robles,2011,33,9,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,TMT-B,Negative,Attention,Paired,0.494067106,0.350130006,6
385,Robles 11_176,Robles,2011,33,10,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,FAS,Positive,Executive Function,Paired,-0.132265595,0.371179606,6
386,Robles 11_176,Robles,2011,33,11,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,COWAT,Positive,Executive Function,Paired,0.117981815,0.371093613,6
387,Robles 11_176,Robles,2011,33,12,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Learning and memory,Positive,Not Subdomain,Paired,0.499501204,0.260593556,6
388,Robles 11_176,Robles,2011,33,13,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC (Spanish version of California Verbal Learning Test): Total learning ,Positive,Memory,Paired,0.660900697,0.354403389,6
389,Robles 11_176,Robles,2011,33,14,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC:Short-term free recal,Positive,Memory,Paired,0.511296502,0.350516297,6
390,Robles 11_176,Robles,2011,33,15,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC:Long-term free recal,Positive,Memory,Paired,0.371271333,0.347750931,6
391,Robles 11_176,Robles,2011,33,16,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC: Recognition,Positive,Memory,Paired,-0.495885453,0.350170169,6
392,Robles 11_176,Robles,2011,33,17,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Working memory,Positive,Not Subdomain,Paired,0.228907682,0.240713771,6
393,Robles 11_176,Robles,2011,33,18,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: Digits backward,Positive,Attention,Paired,-0.16810471,0.345280281,6
394,Robles 11_176,Robles,2011,33,19,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: Letter-number S,Positive,Attention,Paired,0.389915966,0.348069621,6
395,Robles 11_176,Robles,2011,33,20,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,NES: Motor coordination,Negative,Psychomotor Functioning,Paired,0.159116242,0.345213725,6
396,Robles 11_176,Robles,2011,33,21,Olanzapine v Baseline,Antipsychotic,Current + long-term,Low,NES: SCMA,Negative,Psychomotor Functioning,Paired,0.431891547,0.354293651,6
397,Robles 11_176,Robles,2011,33,22,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Attention,Positive,Not Subdomain,Paired,3.87E-02,0.251646452,6
398,Robles 11_176,Robles,2011,33,23,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: TMT-A,Positive,Attention,Paired,-0.474341429,0.349703509,6
399,Robles 11_176,Robles,2011,33,24,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,SRT (seashore rhythm test),Positive,Perception,Paired,-0.118621247,0.361528338,6
400,Robles 11_176,Robles,2011,33,25,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: Digits forward,Positive,Attention,Paired,-8.47E-02,0.344802808,6
401,Robles 11_176,Robles,2011,33,26,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Executive functions,Positive,Not Subdomain,Paired,2.07E-02,0.268568183,6
402,Robles 11_176,Robles,2011,33,27,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,Categories,Positive,Concept Formation & Reasoning,Paired,-0.162214847,0.345236257,6
403,Robles 11_176,Robles,2011,33,28,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,Persev errors (%),Negative,Concept Formation & Reasoning,Paired,0.316838423,0.346908436,6
404,Robles 11_176,Robles,2011,33,29,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,STROOP Interference,Positive,Attention,Paired,0.174535974,0.350723215,6
405,Robles 11_176,Robles,2011,33,30,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,TMT-B,Positive,Attention,Paired,-7.11E-02,0.344754948,6
406,Robles 11_176,Robles,2011,33,31,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,FAS,Positive,Executive Function,Paired,0.315591638,0.373149354,6
407,Robles 11_176,Robles,2011,33,32,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,COWAT,Positive,Executive Function,Paired,1.35E-02,0.370762915,6
408,Robles 11_176,Robles,2011,33,33,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Learning and memory,Positive,Not Subdomain,Paired,0.344513316,0.252088478,6
409,Robles 11_176,Robles,2011,33,34,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC: Total learning,Positive,Memory,Paired,0.247998332,0.35671918,6
410,Robles 11_176,Robles,2011,33,35,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC:Short-term free recal,Positive,Memory,Paired,0.376438892,0.358587913,6
411,Robles 11_176,Robles,2011,33,36,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC:Long-term free recal,Positive,Memory,Paired,0.208477589,0.356297492,6
412,Robles 11_176,Robles,2011,33,37,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,TAVEC: Recognition,Positive,Memory,Paired,0.361938594,0.358339011,6
413,Robles 11_176,Robles,2011,33,38,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,Cognitive Domain composite: Working memory,Positive,Not Subdomain,Paired,-6.95E-02,0.244444997,6
414,Robles 11_176,Robles,2011,33,39,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: Digits backward,Positive,Attention,Paired,-0.254896041,0.346109968,6
415,Robles 11_176,Robles,2011,33,40,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,WAIS: Letter-number S,Positive,Attention,Paired,2.39E-02,0.350035251,6
416,Robles 11_176,Robles,2011,33,41,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,NES: Motor coordination,Positive,Psychomotor Functioning,Paired,-9.01E-02,0.344824137,6
417,Robles 11_176,Robles,2011,33,42,Quetiapine v Baseline,Antipsychotic,Current + long-term,Low,NES: SCMA,Positive,Psychomotor Functioning,Paired,0.27842624,0.351803609,6
418,Seidel 99_2761,Seidel,1999,34,1,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Boston Naming Test,Positive,Language,Paired,-0.281916848,0.295915008,5
419,Seidel 99_2761,Seidel,1999,34,2,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,CAT: False Alarms,Negative,Attention,Paired,0.320060349,0.297848566,5
420,Seidel 99_2761,Seidel,1999,34,3,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,CAT: Variability,Negative,Attention,Paired,4.53E-02,0.289299782,5
421,Seidel 99_2761,Seidel,1999,34,4,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Continuous Attention Test (CAT): Hits,Positive,Attention,Paired,-3.47E-02,0.289226863,5
422,Seidel 99_2761,Seidel,1999,34,5,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Finger Tapping Test (FTT) (dom. hand),Positive,Psychomotor Functioning,Paired,-0.129836038,0.290576507,5
423,Seidel 99_2761,Seidel,1999,34,6,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Finger Tapping Test (FTT) (non. dom. hand),Positive,Psychomotor Functioning,Paired,-0.366282799,0.300499569,5
424,Seidel 99_2761,Seidel,1999,34,7,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Grooved Pegboard Test (PEGS) (dom. hand),Positive,Psychomotor Functioning,Paired,0.258817768,0.294857879,5
425,Seidel 99_2761,Seidel,1999,34,8,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Grooved Pegboard Test (PEGS) (non. dom. hand),Positive,Psychomotor Functioning,Paired,0.234629778,0.293844165,5
426,Seidel 99_2761,Seidel,1999,34,9,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Trail Making Test: Trails A,Negative,Attention,Paired,-0.689088464,0.327618654,5
427,Seidel 99_2761,Seidel,1999,34,10,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Trail Making Test: Trails B,Negative,Attention,Paired,-0.389367794,0.301947348,5
428,Seidel 99_2761,Seidel,1999,34,11,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,Wide Range Assessment of Memory and Learning (WRAML): Memory Quotient,Positive,Memory,Paired,-0.105345841,0.290080548,5
429,Seidel 99_2761,Seidel,1999,34,12,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WISC-III: Block Design,Positive,Psychomotor Functioning,Paired,-0.406804693,0.303094605,5
430,Seidel 99_2761,Seidel,1999,34,13,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WISC-III: IQ,Positive,Intelligence,Paired,,,5
431,Seidel 99_2761,Seidel,1999,34,14,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WISC-III: Picture Arrangement,Positive,Concept Formation & Reasoning,Paired,0.31447635,0.297551013,5
432,Seidel 99_2761,Seidel,1999,34,15,Carbamazepine Treated v Untreated,Antiepileptic,Current + long-term,Low,WISC-III: Similarities,Positive,Concept Formation & Reasoning,Paired,4.08E-02,0.289266129,5
